sample,r,q,p,status,max_eig,break_date,design,placebo_type,instrument_free,n_C,n_NC,lambda_1,lambda_1_lo,lambda_1_hi,lambda_min,rank1_share,eig_gap,ratio_dir,p_placebo,prop_LR,prop_p_chi2,prop_p_boot,sys_min_rel_gap
pre_covid,7,5,5,ok,1.0108124321146004,2015-02-01,quebra_livre,rotate,TRUE,59,20,0.9011875106870387,0.6300561198063652,1.740270890855446,-1.9607052047514166,0.24144911374708672,5.264273178663461,4.017087610431969,0.6533466533466533,33.40771853391093,0.0025153155665548488,0.10578842315369262,0.2622246437564853
pre_covid,7,5,6,ok,1.0187337411362734,NA,calendario,permute,TRUE,52,26,0.8598907430647844,0.737719639886999,1.8724000124804565,-0.6593815961645264,0.32464546812712547,1.1962279105399993,2.9747666737872858,0.4825174825174825,14.760726859638915,0.39470417920225215,0.5169660678642715,0.2057078818181332
pre_covid,7,5,6,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,5,6,ok,1.0187337411362734,NA,intensidade_z,permute,FALSE,26,52,1.2624358438357988,0.7719825440133867,2.9719737177990275,-0.8291885785433872,0.36818720594581367,1.1610099060521237,3.2491852162490877,0.22877122877122877,27.47755752469832,0.016676866830320856,0.18562874251497005,0.18536323151776474
pre_covid,7,5,6,ok,1.0187337411362734,NA,volatilidade_juros,permute,TRUE,20,58,1.5185108754531347,0.8351240574020427,3.4124404956657415,-0.5981901084703073,0.4386711061794502,1.696270961410471,3.4808651886674893,0.16383616383616384,20.133769397997025,0.12598007659499968,0.45708582834331335,0.1816020838238598
pre_covid,7,5,6,ok,1.0187337411362734,2018-05-01,quebra_livre,rotate,TRUE,20,58,0.9404032771731553,0.4759353654911354,2.451933714047551,-1.0691151290813365,0.24420966187941792,1.6768111128100003,2.236229186581575,0.5624375624375625,31.29399890888884,0.005041220421325655,0.05788423153692615,0.2652085296140597
pre_covid,7,5,7,ok,1.0313484643852213,NA,calendario,permute,TRUE,51,26,0.8667566920440354,0.6869573071933994,1.5869353755019104,-1.169109350632188,0.316812052664196,1.628862399205296,2.991937524359573,0.41858141858141856,19.88314781106364,0.133868763330404,0.37924151696606784,0.15640572057786237
pre_covid,7,5,7,regime_unavailable,NA,NA,episodio_s2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pre_covid,7,5,7,ok,1.0313484643852213,NA,intensidade_z,permute,FALSE,26,51,1.492968213924481,0.9229091433375993,2.5051122057410566,-0.9289997520372854,0.4166038807933173,2.893133262741875,4.0714240823592505,0.052947052947052944,35.44635442621894,0.0012621137521214123,0.021956087824351298,0.32958114527177673
pre_covid,7,5,7,ok,1.0313484643852213,NA,volatilidade_juros,permute,TRUE,19,58,1.3148096967455747,0.6353690144640727,2.689190806267348,-0.8197656036656049,0.4055415672279928,4.094950853918665,2.9042942417513684,0.25874125874125875,22.277906222750435,0.07308161163918232,0.27345309381237526,0.17320115787659246
