p,variable,h,point,lo68,hi68,lo90,hi90
2,yield_3m,9,0.003768662786695028,0.0021041426920862722,0.0062128579007546675,0.0011179165334879674,0.007630594287341009
2,yield_3m,10,0.003494823077558132,0.0018441170712613694,0.006065206670086504,8.011645844779374e-4,0.007486681556616074
2,yield_3m,11,0.0032087329962723022,0.0016280262068672099,0.005935639889882541,5.962197068483634e-4,0.007387042590437457
2,yield_3m,12,0.0029130673831493157,0.0013955951494979766,0.005772558873616375,2.747864641089919e-4,0.0072429336505040525
2,yield_3m,13,0.0026103287299037224,0.001143227243303737,0.005538725731548559,-1.486422770561e-4,0.006908098739837777
2,yield_3m,14,0.0023028946232897646,8.963280096926455e-4,0.005285225795587746,-4.5826213807682474e-4,0.006554136004021677
2,yield_3m,15,0.0019930276083981835,6.119577326838342e-4,0.005041106846344937,-7.272016426272832e-4,0.0063029060246888
2,yield_3m,16,0.0016828681573319677,3.6066776976103975e-4,0.0047804716982972634,-0.0010470115695918063,0.006210924707596191
2,yield_3m,17,0.0013744225050621938,1.3261078458925955e-4,0.004447532234831764,-0.0013612909248523681,0.006029247121599472
2,yield_3m,18,0.0010695513974619513,-1.2102007646868402e-4,0.004195288463854589,-0.001682476592570873,0.005883227436322322
2,yield_3m,19,7.699623105886347e-4,-3.723717169709298e-4,0.003924884296865522,-0.0018694828312093969,0.005653181481179741
2,yield_3m,20,4.772057403949444e-4,-6.508935082964263e-4,0.0036655646475693138,-0.00218436275923134,0.005419577760571863
2,yield_3m,21,1.9267518135733012e-4,-9.275746317838584e-4,0.0034665634543832547,-0.002540365792582927,0.00524621956856873
2,yield_3m,22,-8.238997754104419e-5,-0.0011931230350665555,0.0032278423917509735,-0.0027495912586896452,0.005077769119529389
2,yield_3m,23,-3.468994738646851e-4,-0.0014153029166184604,0.003004329120656714,-0.0031052800549208797,0.00488296263277571
2,yield_3m,24,-5.999058477652675e-4,-0.0016416227386554132,0.0028613669934684565,-0.003395078313868235,0.004642695520798129
2,yield_3m,25,-8.405973554032748e-4,-0.0019083960027439545,0.002663156290205542,-0.0037611408316021518,0.004503350544388483
2,yield_3m,26,-0.0010682905421278285,-0.0021227552232731227,0.002469511114351287,-0.003959101371588086,0.004385537819708757
2,yield_3m,27,-0.0012824227591512226,-0.0024414731137444843,0.0022790319078742198,-0.0043526909152425235,0.004264879460079455
2,yield_3m,28,-0.0014825447990704052,-0.002605303395122353,0.0021139956935949744,-0.0045877583851330955,0.004118702777349761
2,yield_3m,29,-0.0016683137472185451,-0.002793487650132647,0.0019162367387058714,-0.004988167242975553,0.003976960673570316
2,yield_3m,30,-0.0018394860930503268,-0.0029730911837320853,0.0017292451441876361,-0.005210150327639855,0.0038282346733535984
2,yield_3m,31,-0.001995911112837812,-0.003248925352343562,0.0015916450834503547,-0.00545551546911384,0.0036739966414385994
2,yield_3m,32,-0.0021375245163491002,-0.0035006074079397455,0.0013970218628569144,-0.005607976440604413,0.0034357039128082444
2,yield_3m,33,-0.0022643423412496352,-0.003688520461162064,0.0012351370568811347,-0.0057344847376477,0.0032816502341127996
2,yield_3m,34,-0.0023764550761257402,-0.0038284990061455935,0.001112899596481034,-0.005960825424385934,0.0030887258311808104
2,yield_3m,35,-0.002474021993707751,-0.003999527696211407,9.868411839669311e-4,-0.006193827476774884,0.002884157059868924
2,yield_3m,36,-0.0025572656783269267,-0.004039863503771169,8.82241854086891e-4,-0.006380685240921495,0.002680421736406043
2,yield_3m,37,-0.0026264667347747645,-0.004184402343983892,7.722005471437846e-4,-0.006557655251098016,0.0024788527475189336
2,yield_3m,38,-0.002681958668899857,-0.004353162253923372,6.814409801237892e-4,-0.006662201006941541,0.0023813982900041594
2,yield_3m,39,-0.0027241229331374595,-0.004370244445346906,5.428515580019103e-4,-0.00679200705507012,0.002161438165023988
2,yield_3m,40,-0.0027533841325762276,-0.004466742372644406,4.4564257442827296e-4,-0.0070746083052070875,0.0020381483357388174
2,yield_3m,41,-0.0027702053890952543,-0.004463565758050497,3.5767469698444996e-4,-0.007125132558820681,0.0018898403418015775
2,yield_3m,42,-0.0027750838625832685,-0.004527628911870418,3.1713130576582294e-4,-0.007105736354847915,0.0017130807852839306
2,yield_3m,43,-0.0027685464293383823,-0.004521530830873497,2.443159013693146e-4,-0.00719824253199071,0.0016480092785939172
2,yield_3m,44,-0.0027511455185059786,-0.0045077310687194495,2.1005814910125543e-4,-0.007183052281443543,0.0015693891428496614
2,yield_3m,45,-0.002723455107905831,-0.0044439146105972925,1.634316222654132e-4,-0.007247847731492606,0.0014898258166377181
2,yield_3m,46,-0.0026860668808809398,-0.004390922424483392,1.4722660933859927e-4,-0.007374924215512826,0.0014704998692283248
2,yield_3m,47,-0.002639586545914351,-0.004409872348539252,7.21339052931473e-5,-0.007452602809851751,0.0014263804988556002
2,yield_3m,48,-0.002584630320742119,-0.0043919941485509985,6.8861606263151e-5,-0.007549719832211555,0.0013862254301601098
2,yield_6m,0,0.005,0.005,0.005,0.005,0.005
2,yield_6m,1,0.006045321050727155,0.0053968518078972415,0.006714922494078313,0.004965269266011137,0.007173932853315811
2,yield_6m,2,0.006112824722404997,0.005019274165123236,0.007100515230258045,0.0043566361799220795,0.007822460753718693
2,yield_6m,3,0.00596548392863103,0.004635387601964152,0.007200139648629487,0.0038224915864883973,0.008094010815550555
2,yield_6m,4,0.005747237206883867,0.004236105081477619,0.00723525623329669,0.0032742572197881304,0.008298676849885877
2,yield_6m,5,0.005482873290961965,0.0038908258987872544,0.007335450793494409,0.002840419575756621,0.008468081098766017
2,yield_6m,6,0.005184718562125612,0.0035113153577337746,0.0073024502638668,0.002418384158905997,0.0085879703982612
2,yield_6m,7,0.004861673866644962,0.0030698479698096845,0.007237579014049212,0.0019720573741824573,0.008613558072840826
2,yield_6m,8,0.004520193146429519,0.002757618115127543,0.007038289625231106,0.001555477052481298,0.008526562394448501
2,yield_6m,9,0.004164913457012073,0.002378756257679283,0.0068601055768213745,0.001189018350082302,0.008378386563167929
2,yield_6m,10,0.0037993738439914527,0.002049014173805544,0.006762144765814096,7.919323164505333e-4,0.00812813105747564
2,yield_6m,11,0.0034265025819488378,0.001717746064262572,0.006506815379395106,4.0733429251548766e-4,0.007979414706666289
2,yield_6m,12,0.0030489003534807857,0.0013911889479500238,0.006314518200380204,-9.043416261728155e-5,0.007757001495935661
2,yield_6m,13,0.0026689831216615296,0.0011108282328884816,0.006054927734752648,-5.286590368576413e-4,0.00749897169694619
2,yield_6m,14,0.0022890419299916686,7.495934142607921e-4,0.005833641623434025,-8.941390175518753e-4,0.007281978329305857
2,yield_6m,15,0.001911257722429447,4.4699643128474735e-4,0.005476516692014819,-0.0012104498553849221,0.006962952359161751
2,yield_6m,16,0.001537695040165293,1.2018615460314918e-4,0.0051538816447676905,-0.0016410475476648372,0.006736166689188556
2,yield_6m,17,0.00117028845031917,-2.9153849465887824e-4,0.0048515464604039545,-0.001965362705571932,0.006523846103864799
2,yield_6m,18,8.108290435728788e-4,-6.152809902390721e-4,0.004593699057675519,-0.002271238607161659,0.006409678794702667
2,yield_6m,19,4.609542998804903e-4,-9.124987779818401e-4,0.004292285584343734,-0.002714703403514922,0.00617988842106988
2,yield_6m,20,1.2214229853928135e-4,-0.0011817143084107758,0.004000262410426877,-0.002963843561240615,0.005971603560471412
2,yield_6m,21,-2.0428995557318728e-4,-0.0015673699171346392,0.0037184300932983916,-0.003304984061443925,0.005814949973893179
2,yield_6m,22,-5.171848355065148e-4,-0.0018159410380039146,0.0034186385788721957,-0.0037159630596012285,0.0055296092382858784
2,yield_6m,23,-8.155398991167873e-4,-0.002157476807607808,0.0032844078554396094,-0.004205555628062658,0.005283060353388397
2,yield_6m,24,-0.0010985020029519253,-0.0024635372065721305,0.003023467994968194,-0.00459386310270258,0.005185923250895502
2,yield_6m,25,-0.0013653603759483186,-0.0027333730518784823,0.0027628323892500005,-0.004926402794758591,0.005068406919582984
2,yield_6m,26,-0.0016155391395396728,-0.0029815377638870264,0.0025304128750731976,-0.005271779822114174,0.0047822412266095805
2,yield_6m,27,-0.0018485896116204128,-0.003243777969018995,0.0023543722147483397,-0.005636326544788403,0.004625241875774878
2,yield_6m,28,-0.002064182612237931,-0.0035312472524209287,0.0021260876278473605,-0.005811510312232776,0.00445952425125677
2,yield_6m,29,-0.0022621009004793967,-0.0037135913514222134,0.0018849004069279745,-0.006132789979311426,0.004116049118225638
2,yield_6m,30,-0.0024422318110331807,-0.0039266704591859,0.0016281349295531908,-0.006397006288380783,0.0040101390269952
2,yield_6m,31,-0.002604560119676963,-0.0041834939608491285,0.0014926637597942095,-0.006646870486762573,0.0038695646775443395
2,yield_6m,32,-0.0027491611437174546,-0.004327962115235388,0.0013166594168546857,-0.006972013335938442,0.003515892066632725
2,yield_6m,33,-0.0028761940711969033,-0.004516652865105163,0.0011488151301840503,-0.007226615708985905,0.003286941678892757
2,yield_6m,34,-0.0029858955075718107,-0.004658481009601396,0.0010562676141715158,-0.007435924926238022,0.0031681706206726167
2,yield_6m,35,-0.0030785732276931207,-0.004882854300748904,9.607421341043055e-4,-0.007797242871093238,0.002982152485280596
2,yield_6m,36,-0.003154600122304649,-0.005022024438180093,7.89738833209119e-4,-0.007918955382799422,0.0027862125567598237
2,yield_6m,37,-0.0032144083306558137,-0.005096016227387392,6.996058635848229e-4,-0.008212562905626913,0.0026108981292981147
2,yield_6m,38,-0.0032584835534312006,-0.005138684457281405,6.225057348838683e-4,-0.008371730327073416,0.0024582282520677003
2,yield_6m,39,-0.003287359542616061,-0.005200155234881146,4.4753847645675777e-4,-0.008375838647955672,0.0023458656826297747
2,yield_6m,40,-0.00330161276695004,-0.005181761041396869,3.742725759178039e-4,-0.008369068264040092,0.0021851298808723304
2,yield_6m,41,-0.003301857253212255,-0.005184671971807122,2.923715103624157e-4,-0.008454733520814023,0.0020128357995911504
2,yield_6m,42,-0.003288739604744649,-0.005226268043538517,2.4034979952674098e-4,-0.008549549364671595,0.0019209003006387482
2,yield_6m,43,-0.0032629341994071925,-0.005223855220850539,1.6992544977336436e-4,-0.008672325013239425,0.001818459147238866
2,yield_6m,44,-0.0032251385696302434,-0.0051754438912489506,1.3946228481164248e-4,-0.008822412190537693,0.0017215858038909123
2,yield_6m,45,-0.0031760689674472076,-0.005172050596120335,1.2444148229273335e-4,-0.008876973380819088,0.001597332146899667
2,yield_6m,46,-0.00311645611740881,-0.005094439698769971,7.952791102386676e-5,-0.008897016404275452,0.0015634043612833145
2,yield_6m,47,-0.0030470411601440867,-0.005050292558478124,8.014365980826675e-5,-0.008892707675415263,0.001537398933584192
2,yield_6m,48,-0.002968571789079007,-0.004960105723526618,5.9805615814390896e-5,-0.0088482369837484965,0.0015133263723705627
2,yield_1y,0,0.006173910840535645,0.005812200589448464,0.006589870117857357,0.005583548851261098,0.006865796952843173
2,yield_1y,1,0.007376702684840453,0.00645678946246397,0.008373799361686947,0.005856095582905227,0.009138429256243943
2,yield_1y,2,0.007296618114626304,0.005964183314976367,0.008603516972066311,0.005230932534547326,0.009629747886712049
2,yield_1y,3,0.00697555121362026,0.005455625647208779,0.008493967013169557,0.004529414411103335,0.009708694854610915
2,yield_1y,4,0.006591904699462291,0.004958630826399582,0.00833487566840863,0.0038240374201538013,0.009678541802087132
2,yield_1y,5,0.006174033984817353,0.00440863781661466,0.008090748250934142,0.0031546248340853732,0.009611431357945458
2,yield_1y,6,0.005733337999634594,0.0038800797613275624,0.007963080517932406,0.0026573615029153565,0.009567197914788259
2,yield_1y,7,0.005278315336978268,0.003455300431607677,0.007835258428821396,0.002087629562999511,0.009422871541443924
2,yield_1y,8,0.004815026441526773,0.0029358615875398762,0.007662509313429692,0.0015660955606067405,0.009321094558519316
2,yield_1y,9,0.004347668986887454,0.002515881842704082,0.007469718671324782,0.0010839581212163287,0.009126233499083267
2,yield_1y,10,0.0038792957545063602,0.0020861394349680953,0.007277237238484856,5.450826674096613e-4,0.008885723167164508
2,yield_1y,11,0.003412337042074377,0.001668467415545756,0.006930376201616246,6.430158677109968e-5,0.008677603758647102
2,yield_1y,12,0.002948906807056465,0.0012183986165769693,0.00660425250482344,-5.112179151403217e-4,0.008382545871299827
2,yield_1y,13,0.002490958693646078,7.184133783220708e-4,0.006326023732162016,-0.0010201493311016992,0.00814688977295375
2,yield_1y,14,0.002040351458090318,2.850882112692015e-4,0.005964197955410888,-0.0014171630097888624,0.0078032698546061175
2,yield_1y,15,0.0015988647739326733,-2.2793410746833756e-5,0.005669918196051425,-0.001831442047468274,0.007512991406676098
2,yield_1y,16,0.001168191219833361,-5.124060382918918e-4,0.005340177626194832,-0.002222554025700907,0.007253373728335212
2,yield_1y,17,7.499196567977136e-4,-8.941289713376431e-4,0.004965869527793237,-0.0027349734364380705,0.007027395858506192
2,yield_1y,18,3.455181959712492e-4,-0.0012424563762795412,0.004612148097473687,-0.003144311415975376,0.006834279822598217
2,yield_1y,19,-4.367942691267978e-5,-0.0016496206796254276,0.004213907072573842,-0.0036914678021043555,0.006513512589966021
2,yield_1y,20,-4.1648281764910123e-4,-0.0020340258890739465,0.004004741587940724,-0.004190581578116129,0.006321264623655236
2,yield_1y,21,-7.718493375691592e-4,-0.002340179183167925,0.003711179439512354,-0.0046087343308263045,0.006045001331217286
2,yield_1y,22,-0.0011088846845659765,-0.0027445489239873886,0.0034892739039318636,-0.004894892252978911,0.0059438331361021815
2,yield_1y,23,-0.001426840539706762,-0.003118302177260669,0.003274369979043837,-0.005466138869721669,0.005703629497641059
2,yield_1y,24,-0.0017251101323452456,-0.003472377791260135,0.002988618116951614,-0.006015937355693842,0.005401307484998188
2,yield_1y,25,-0.0020032224336074896,-0.0036944435439012157,0.0026804477493765563,-0.0063709102552394195,0.005222787485388679
2,yield_1y,26,-0.002260835520556352,-0.003938638426865817,0.0024328182356775177,-0.006649743850134639,0.004883719527570109
2,yield_1y,27,-0.0024977294984246637,-0.004159988848904009,0.002181371775031713,-0.006737092156461609,0.004637640863174955
2,yield_1y,28,-0.0027137992414509367,-0.0044082839106449265,0.0019202516746438857,-0.0072498651223697665,0.004465216427821987
2,yield_1y,29,-0.002909047117196684,-0.004666778392843682,0.0017228840765818182,-0.007526285356288598,0.0042851076403076505
2,yield_1y,30,-0.003083575791787902,-0.004894789539858757,0.0015393324240638598,-0.008011464264286698,0.003943871151269295
2,yield_1y,31,-0.0032375811689018897,-0.005193004900176792,0.001382491712512459,-0.008381406075499158,0.0036731743502904516
2,yield_1y,32,-0.0033713454877530432,-0.0052964108597911745,0.001216308830196504,-0.008696316916349547,0.003513518304754432
2,yield_1y,33,-0.003485230589703898,-0.005350781242706092,0.0010519966284621713,-0.008813502393241312,0.003334651093252755
2,yield_1y,34,-0.003579671355350488,-0.005514455276071004,9.468025272403611e-4,-0.009029377492163707,0.003091503271315095
2,yield_1y,35,-0.0036551693109679695,-0.005647664232222778,8.688638504457469e-4,-0.009469584287032108,0.002961624153796257
2,yield_1y,36,-0.0037122864029373415,-0.005605243985724875,7.496995302743051e-4,-0.009698556772222148,0.002745097388422195
2,yield_1y,37,-0.003751638939818638,-0.005763901922117938,5.663866995076166e-4,-0.009772432931258119,0.0025594449938374695
2,yield_1y,38,-0.0037738917032384216,-0.005757131069382172,4.138127446712364e-4,-0.009787510772967764,0.002432887044664211
2,yield_1y,39,-0.0037797522302399173,-0.005879575475220146,3.109606102479644e-4,-0.009841394677171638,0.0022933307568005893
2,yield_1y,40,-0.0037699652709656203,-0.005968715381182284,2.5387895003440837e-4,-0.009976952504060327,0.002152686470727432
2,yield_1y,41,-0.003745307426416437,-0.005831474490200063,1.7241175678189602e-4,-0.009973725161995663,0.0019716653049024024
2,yield_1y,42,-0.0037065819715541193,-0.005729417189986658,1.4215559780075246e-4,-0.00993353467096128,0.001816681941062986
2,yield_1y,43,-0.0036546138692220647,-0.005753220564860383,1.3013183911263766e-4,-0.010081037896331378,0.0017476338742287007
2,yield_1y,44,-0.003590244980307067,-0.005777796267332449,9.450903335586995e-5,-0.010019428577735565,0.001675994859522028
2,yield_1y,45,-0.003514329475306418,-0.005725821442494989,6.254894639675157e-5,-0.009854004748517109,0.0016740603010415756
2,yield_1y,46,-0.0034277294520506743,-0.005713322885037361,6.035100441918591e-5,-0.009639730821936511,0.0016558778946605935
2,yield_1y,47,-0.0033313107638042704,-0.005583797568219348,5.1985959687785753e-5,-0.009979430632244077,0.0015987053560047974
2,yield_1y,48,-0.0032259390613573803,-0.005466923471797859,3.7622515237149746e-5,-0.009516597073817619,0.0015285799303015183
2,yield_2y,0,0.007047934260193651,0.0062487240372749225,0.00801541124288476,0.00581642061781467,0.008602600780281472
2,yield_2y,1,0.008244964074616872,0.007010867893888419,0.009698033300189833,0.006109314305677887,0.010972895837388521
2,yield_2y,2,0.007960602787449516,0.00638929970068931,0.009773189589992314,0.005512144277913341,0.011229967520430989
2,yield_2y,3,0.00745216256718761,0.005714146508121606,0.009436159878037712,0.004739809182863903,0.0109548444187916
2,yield_2y,4,0.006905237176715234,0.0050590072754632546,0.009061070840888615,0.003931473463352651,0.010529452398017725
2,yield_2y,5,0.0063457401832230165,0.004514339264315881,0.008651196278944706,0.003305639255143533,0.010238494765922474
2,yield_2y,6,0.005781453756940269,0.0039085194129741055,0.008262846849666609,0.002568900675503506,0.010205486971609109
2,yield_2y,7,0.00521879951715951,0.003301061583815624,0.007912298598987663,0.002022613142405649,0.01008413661480758
2,yield_2y,8,0.004662185550061154,0.0027827776436722463,0.007643739650053371,0.0013682800157280208,0.009707638820627348
2,yield_2y,9,0.004114429718566778,0.002202676877030071,0.007340456660079824,7.838691518311195e-4,0.009450221952765856
2,yield_2y,10,0.00357737674451248,0.0017125026306051383,0.006983498584113598,1.2320486328407839e-4,0.009067598351079398
2,yield_2y,11,0.003052384022280837,0.001215149299683912,0.006587296254393089,-4.3532932000961427e-4,0.008725240464609908
2,yield_2y,12,0.0025406003242663235,6.879770774637299e-4,0.006308915905131919,-9.331708656134254e-4,0.008442364779504863
2,yield_2y,13,0.0020431031233041903,2.8777975651669374e-4,0.005940055332212247,-0.001505670508958895,0.00818083561727877
2,yield_2y,14,0.001560950497389925,-1.8182898368822612e-4,0.005568092513656944,-0.002007486698509786,0.007899791965087041
2,yield_2y,15,0.0010951870732700429,-6.707194417150191e-4,0.005302919582087472,-0.0023969263704165748,0.0075164874037540064
2,yield_2y,16,6.468285151661458e-4,-0.001083287935447506,0.005035642804297621,-0.003010114291258561,0.007264347500942817
2,yield_2y,17,2.1683893929968495e-4,-0.0014245148276631815,0.004527479290000599,-0.003459484057011248,0.007003461396673293
2,yield_2y,18,-1.9389107292597883e-4,-0.0018314880558580329,0.0042537677119060405,-0.004116090595119437,0.006684082897565099
2,yield_2y,19,-5.845623641619126e-4,-0.0022597314720290895,0.0039487616482801104,-0.0046102013926964894,0.006366289911109177
2,yield_2y,20,-9.544799245249032e-4,-0.0025831447228532663,0.003691782942230878,-0.005025764402324379,0.006254844395900127
2,yield_2y,21,-0.0013030606609671003,-0.0029569207908862597,0.003384224186322869,-0.005458571646101848,0.006053659010230298
2,yield_2y,22,-0.0016298369911627588,-0.00339735206894688,0.0031969992493889147,-0.0058599862712649855,0.005846204986079725
2,yield_2y,23,-0.0019344571966152305,-0.0037144682887310654,0.0028549980435040043,-0.006284103759588479,0.005537817024657289
2,yield_2y,24,-0.0022166834133999992,-0.003982356466489491,0.0025720111088719287,-0.00674415455728817,0.005193817175753882
2,yield_2y,25,-0.0024763879920279685,-0.004201931326220388,0.0022652239277693863,-0.007067098567674461,0.0049799912050549075
2,yield_2y,26,-0.002713548789576109,-0.00450516397767998,0.0019914495853704827,-0.0074646134355963595,0.004904839386311248
2,yield_2y,27,-0.002928243802611486,-0.004858781592831754,0.0017939340507157659,-0.007816946085956787,0.004503790456723441
2,yield_2y,28,-0.003120645422886332,-0.005126995844966323,0.0016026520536268625,-0.007949109045095671,0.004077625261288174
2,yield_2y,29,-0.0032910145020088027,-0.0053740642674503045,0.0014331626660732775,-0.008381483004937355,0.004233485745935862
2,yield_2y,30,-0.003439694343212313,-0.005525148561794769,0.0012918039874084523,-0.008687257479572247,0.003913900805113207
2,yield_2y,31,-0.00356710469261838,-0.005636163034328504,0.0011314517816240163,-0.00907711925858541,0.0035716584425311134
2,yield_2y,32,-0.0036737357733827854,-0.005805403102147354,9.72926853513839e-4,-0.00935194987443727,0.0032452758466516535
2,yield_2y,33,-0.003760142388856008,-0.005933014461191808,8.617616907840421e-4,-0.009575683625199892,0.003022049265022812
2,yield_2y,34,-0.003826938111405139,-0.006057168092532088,7.378747177250748e-4,-0.009809697121729678,0.0028485737871168856
2,yield_2y,35,-0.003874789568889405,-0.006174387463222979,5.25129962973967e-4,-0.00994497565086632,0.0028190302810082277
2,yield_2y,36,-0.0039044108389006196,-0.00616340225346056,4.0140141927887314e-4,-0.010310985919536135,0.0026202053613208504
2,yield_2y,37,-0.0039165579604221205,-0.006198153916324193,2.807598829504051e-4,-0.010259192597082654,0.0023520008128840473
2,yield_2y,38,-0.003912023572692137,-0.006256931242105862,1.6862669200752527e-4,-0.010503396780809568,0.002153495090265282
2,yield_2y,39,-0.0038916316913055024,-0.006303645820233321,1.6096491399792133e-4,-0.010776730863118792,0.0020523756152851253
2,yield_2y,40,-0.003856232631711547,-0.006210666709233397,1.2463286052859652e-4,-0.010698632247157952,0.001990647210412682
2,yield_2y,41,-0.0038066980901693345,-0.0060863116050735855,9.156550126075736e-5,-0.010313448726268798,0.0018336174207275564
2,yield_2y,42,-0.003743916391889545,-0.006164994622307098,7.553816006760599e-5,-0.010361258740415727,0.0017390763297477493
2,yield_2y,43,-0.00366878791555113,-0.00613151722717163,4.4075449451793756e-5,-0.010326042701955904,0.0016980782408897509
2,yield_2y,44,-0.0035822207026724273,-0.0059457374447222855,1.4969055707925443e-6,-0.010275539430889031,0.0016478960852501056
2,yield_2y,45,-0.0034851262594857613,-0.005902171352198095,-6.336890680725786e-6,-0.010175557753569257,0.001600557975735033
2,yield_2y,46,-0.0033784155580515196,-0.005803855399005366,1.2093286361236508e-6,-0.010072320582805517,0.00153269689014223
2,yield_2y,47,-0.0032629952423859133,-0.005692825631197614,1.1541774158326996e-5,-0.01001254591894075,0.0015961920895275917
2,yield_2y,48,-0.003139764044391944,-0.00547854471444206,6.181168742281932e-5,-0.00979764174107941,0.0014291664830353753
2,yield_5y,0,0.007144380535945401,0.0060314608751348645,0.008500501301306699,0.005439842682468105,0.0094706926186879
2,yield_5y,1,0.008048835276768598,0.006419940502606268,0.009893315934291437,0.00548375910291307,0.011199789037737119
2,yield_5y,2,0.007535596043719203,0.005847088449369068,0.009574826812143146,0.00480869975796775,0.011280507875015626
2,yield_5y,3,0.0068802440155339255,0.005125763251295139,0.008952881034398263,0.004015889703540063,0.010774977108089992
2,yield_5y,4,0.006228204718322611,0.004413936108960325,0.008411777826215362,0.003306650280649283,0.010145460173438554
2,yield_5y,5,0.0055936022576531805,0.003800576343919063,0.007859176963307337,0.002687784494427869,0.009636960126481617
2,yield_5y,6,0.00497786434831848,0.003158644373241002,0.007405634085254917,0.0020368645834444475,0.009167665954250384
2,yield_5y,7,0.004383533166247569,0.002611744837961716,0.007006913363021356,0.0014527542441773503,0.008840952521744279
2,yield_5y,8,0.0038120018650832977,0.0020967165923288017,0.006557276062985111,8.123352937283264e-4,0.008425721046641698
2,yield_5y,9,0.0032636847863226565,0.0015464033228873501,0.0062699048258004104,2.2361371137485415e-4,0.008066047830600045
2,yield_5y,10,0.002738437260203285,0.0010510288750162152,0.005901765841987813,-3.6128973965175043e-4,0.007865448095950718
2,yield_5y,11,0.0022359204814054127,5.97374566009224e-4,0.005581612163146534,-7.993961390343339e-4,0.007572113412113052
2,yield_5y,12,0.0017557959334600296,1.0687463661449214e-4,0.005171965496177719,-0.0012535940917648457,0.007252683700344209
2,yield_5y,13,0.001297809532436095,-3.867562235248578e-4,0.00484388955665175,-0.0018119954975533824,0.0069325450926853265
2,yield_5y,14,8.61810747978643e-4,-6.837376042069747e-4,0.004497080961912763,-0.0022470021585261546,0.006674111604392498
2,yield_5y,15,4.477388169085989e-4,-0.0010679014930226416,0.004157636901307635,-0.0027612359136897123,0.006286022578169009
2,yield_5y,16,5.559526239989951e-5,-0.0014870056921444778,0.003930157299532471,-0.0031881435770322493,0.006014019983822162
2,yield_5y,17,-3.1458631488843634e-4,-0.001796813563761705,0.0035899659229817324,-0.0036587538277983215,0.005744300987595714
2,yield_5y,18,-6.627676036374205e-4,-0.0020234123721400675,0.0032988066648293717,-0.004069290071905175,0.005546315504002482
2,yield_5y,19,-9.889278128016631e-4,-0.002480478182746812,0.0030365910903960383,-0.004407696755229493,0.0053996227160438915
2,yield_5y,20,-0.0012930803297758553,-0.0027538093682545643,0.0027532558267939723,-0.004903107083627726,0.005281551661474326
2,yield_5y,21,-0.0015752843031325234,-0.003030912356666345,0.0024753241844512434,-0.005407844931966898,0.005038828494113401
2,yield_5y,22,-0.00183565202164586,-0.003369698879244458,0.0022327742388970236,-0.0056901093034535345,0.00489461642605565
2,yield_5y,23,-0.0020743530221870882,-0.0035578151771308106,0.0020029937566833295,-0.006104911747312555,0.00461392628557982
2,yield_5y,24,-0.002291615765078712,-0.003847624586563453,0.0018162260234575638,-0.006398148855190201,0.004325614228955629
2,yield_5y,25,-0.002487727562062839,-0.004154853607067826,0.001618205753852556,-0.006723158997457637,0.004034526490711635
2,yield_5y,26,-0.0026630332818935133,-0.004363575194785322,0.0013727325617380192,-0.006945085382618018,0.0037190436197134394
2,yield_5y,27,-0.002817933217179123,-0.004596696119949562,0.0012135922888493664,-0.007163041549280175,0.0033681598430796754
2,yield_5y,28,-0.002952880382722469,-0.0048104250546459875,0.001110663552827573,-0.007506733292368359,0.0032235961251923582
2,yield_5y,29,-0.0030683774306380918,-0.004931976854599705,9.437703113277256e-4,-0.0076976763334737405,0.003131210061703795
2,yield_5y,30,-0.0031649733072081194,-0.0050272123678911295,8.041648475867785e-4,-0.007976292791580856,0.003003270030437276
2,yield_5y,31,-0.003243259735597786,-0.005145981179936552,6.238872097505072e-4,-0.008231905719631675,0.0027114356029763883
2,yield_5y,32,-0.0033038675820849035,-0.005206659901106534,4.8536948193715363e-4,-0.008446646508280904,0.0026334407077212127
2,yield_5y,33,-0.003347463147003798,-0.005280612298557857,3.445607805208627e-4,-0.00872091212427359,0.002598894924701788
2,yield_5y,34,-0.0033747444117575966,-0.005362021665453122,2.17475930037238e-4,-0.008943852150235175,0.0023681028627665773
2,yield_5y,35,-0.003386437267526391,-0.005476833264791886,1.9272019784884634e-4,-0.008872014098673957,0.002137084908112035
2,yield_5y,36,-0.003383291747979736,-0.005438843810825701,1.8137185284125914e-4,-0.008971306231015911,0.0019009641607286402
2,yield_5y,37,-0.003366078286274691,-0.005359462166527077,1.0169381729604514e-4,-0.009064546797986114,0.0017773821421244382
2,yield_5y,38,-0.0033355840152028133,-0.005510268961721993,3.3538156946839934e-5,-0.009076715562321237,0.0017344039048236657
2,yield_5y,39,-0.003292609128154183,-0.005458639017113422,-2.5650879694314397e-6,-0.009062171667570368,0.001642478725141718
2,yield_5y,40,-0.0032379633173969576,-0.005370842923271962,-6.727775672097681e-6,-0.009150555856517835,0.0016160643808853486
2,yield_5y,41,-0.003172462304945936,-0.005410958696256949,-1.54208093988677e-5,-0.009024538831286913,0.0014893282948219887
2,yield_5y,42,-0.0030969244799956388,-0.005446182744999147,-7.327430901779814e-6,-0.008866602520853027,0.0014136168034092416
2,yield_5y,43,-0.0030121676555369685,-0.005376024295029911,-5.5917015357447236e-6,-0.008688862664540484,0.001243664270536171
2,yield_5y,44,-0.002919005955387777,-0.0053289376875688445,1.405423702717286e-6,-0.008492618006502648,0.0013317503411601778
