r,q,p,variable,h,point,lo68,hi68,lo90,hi90,cell
5,5,4,cambio_usd,20,-0.09017569108026827,-0.14186745785633242,-0.0017865324774984982,-0.19074333795077483,0.04156442090504413,q=5
5,5,4,cambio_usd,21,-0.09233548635608442,-0.14420389380299312,-0.0032402236973713004,-0.19492614515155815,0.03769078995008337,q=5
5,5,4,cambio_usd,22,-0.09361228538929758,-0.14670964264224087,-0.004516053482480272,-0.19729075715346314,0.035464425981826066,q=5
5,5,4,cambio_usd,23,-0.09413773283800302,-0.1459206389104685,-0.005960894767286812,-0.19604192603711126,0.033138970496772995,q=5
5,5,4,cambio_usd,24,-0.09398844417294892,-0.14545092719082758,-0.005253625474108976,-0.19591840269668562,0.03464796641609276,q=5
5,5,4,cambio_usd,25,-0.0931692884676505,-0.14710932484631675,-0.00526862037808917,-0.19160209014221288,0.03377885461769643,q=5
5,5,4,cambio_usd,26,-0.09174909368943066,-0.14549503079958842,-0.004928951280544693,-0.19065627159853402,0.03290493661170958,q=5
5,5,4,cambio_usd,27,-0.08979862625390789,-0.14462345062503446,-0.004864315030004316,-0.19081631385988448,0.03259601578709425,q=5
5,5,4,cambio_usd,28,-0.08735525124267074,-0.14094198963521384,-0.0035726992256690827,-0.1861865212368891,0.0358307032768674,q=5
5,5,4,cambio_usd,29,-0.08447084274829544,-0.1381957116297837,-0.0019962824146551174,-0.1844313204397376,0.038471165529456834,q=5
5,5,4,cambio_usd,30,-0.0812042001352141,-0.13383125049953662,-5.683629549403378e-4,-0.1794555897825657,0.04133643375874215,q=5
5,5,4,cambio_usd,31,-0.07760092497218145,-0.12984508502457842,9.670390475425975e-4,-0.17748150853849126,0.041612986264004434,q=5
5,5,4,cambio_usd,32,-0.07370709889922362,-0.12694738051106952,0.004603447642423321,-0.17631037116304898,0.04198845033794546,q=5
5,5,4,cambio_usd,33,-0.06957185888607442,-0.12325449090481223,0.0077458242102375965,-0.1736368987070085,0.04231145790108338,q=5
