variant,sample,r,q,p,n_series,n_months,n_obs_align,xi_mp,mosw_class
drop_setor_externo__expectativas__credito,pre_covid,7,4,6,113,84,78,3.966837141919332,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,7,5,6,113,84,78,13.140258636174911,xi_mp_ge_10
drop_setor_externo__expectativas__credito,pre_covid,7,6,6,113,84,78,11.343351840845896,xi_mp_ge_10
drop_setor_externo__expectativas__credito,pre_covid,7,7,6,113,84,78,11.967381137028315,xi_mp_ge_10
drop_setor_externo__expectativas__credito,pre_covid,8,3,6,113,84,78,2.3651794548900003,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,pre_covid,8,4,6,113,84,78,3.455221740748792,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,pre_covid,8,5,6,113,84,78,3.1905694640991813,xi_mp_le_3.84
drop_setor_externo__expectativas__credito,pre_covid,8,6,6,113,84,78,3.968249083660781,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,8,7,6,113,84,78,8.449845799843343,xi_mp_3.84_10
drop_setor_externo__expectativas__credito,pre_covid,8,8,6,113,84,78,8.1590943254792,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,5,3,6,112,153,147,2.3268954939491424,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,full,5,4,6,112,153,147,3.954790253737677,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,5,5,6,112,153,147,5.281211424839864,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,6,3,6,112,153,147,2.2366262838587034,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,full,6,4,6,112,153,147,3.7379691723669204,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,full,6,5,6,112,153,147,4.372953414541423,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,6,6,6,112,153,147,6.229871430776008,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,7,3,6,112,153,147,1.5277365293311822,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,full,7,4,6,112,153,147,4.106343435344294,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,7,5,6,112,153,147,4.8839058067073156,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,7,6,6,112,153,147,5.133546309339086,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,7,7,6,112,153,147,7.847463038019348,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,3,6,112,153,147,4.749187387207296,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,4,6,112,153,147,5.212204171635806,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,5,6,112,153,147,5.997774255977261,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,6,6,112,153,147,5.840929448275162,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,7,6,112,153,147,6.006959650134664,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,full,8,8,6,112,153,147,8.423393896406298,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,5,3,6,112,84,78,8.60388657820574,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,5,4,6,112,84,78,8.990186832965545,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,5,5,6,112,84,78,7.4448081986109065,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,6,3,6,112,84,78,6.355034567319947,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,6,4,6,112,84,78,11.73749473964634,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,6,5,6,112,84,78,10.369115893275467,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,6,6,6,112,84,78,10.572061068671255,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,7,3,6,112,84,78,2.5103002202670797,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,pre_covid,7,4,6,112,84,78,6.142422831781493,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,7,5,6,112,84,78,13.339615348496727,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,7,6,6,112,84,78,12.090230845763575,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,7,7,6,112,84,78,12.582859258225762,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,3,6,112,84,78,3.7102986792893518,xi_mp_le_3.84
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,4,6,112,84,78,4.042462968025551,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,5,6,112,84,78,12.977681995362063,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,6,6,112,84,78,12.942724569731155,xi_mp_ge_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,7,6,112,84,78,8.680625977299885,xi_mp_3.84_10
drop_setor_externo__expectativas__credito__imoveis,pre_covid,8,8,6,112,84,78,9.431502199568873,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,5,3,6,110,153,147,2.590717096925241,xi_mp_le_3.84
drop_setor_externo__expectativas__eua,full,5,4,6,110,153,147,3.870577405219455,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,5,5,6,110,153,147,5.617115339577855,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,6,3,6,110,153,147,1.9154681819711183,xi_mp_le_3.84
drop_setor_externo__expectativas__eua,full,6,4,6,110,153,147,3.701025414115489,xi_mp_le_3.84
drop_setor_externo__expectativas__eua,full,6,5,6,110,153,147,4.276104723632634,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,6,6,6,110,153,147,6.0664922292375305,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,7,3,6,110,153,147,5.448614125657775,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,7,4,6,110,153,147,5.5607228279995065,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,7,5,6,110,153,147,6.514608065271361,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,7,6,6,110,153,147,6.65709236502186,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,7,7,6,110,153,147,8.913901589353909,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,3,6,110,153,147,5.919977583337762,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,4,6,110,153,147,6.022364793924153,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,5,6,110,153,147,7.3213028914813485,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,6,6,110,153,147,7.214860456699729,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,7,6,110,153,147,7.573242110758638,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,full,8,8,6,110,153,147,9.670451091903878,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,5,3,6,110,84,78,4.471489733995423,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,5,4,6,110,84,78,6.986547088593528,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,5,5,6,110,84,78,6.50951780376494,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,6,3,6,110,84,78,5.248890001024126,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,6,4,6,110,84,78,8.8323970422767335,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,6,5,6,110,84,78,10.052051771582251,xi_mp_ge_10
drop_setor_externo__expectativas__eua,pre_covid,6,6,6,110,84,78,8.46854120933459,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,7,3,6,110,84,78,4.601449533395297,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,7,4,6,110,84,78,9.443525043862769,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,7,5,6,110,84,78,8.072504427315776,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,7,6,6,110,84,78,9.753671815631808,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,7,7,6,110,84,78,9.706897910287086,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,8,3,6,110,84,78,1.44359007609708,xi_mp_le_3.84
drop_setor_externo__expectativas__eua,pre_covid,8,4,6,110,84,78,4.395807666997047,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,8,5,6,110,84,78,7.20916942939014,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,8,6,6,110,84,78,5.798306827122171,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,8,7,6,110,84,78,6.576561049475725,xi_mp_3.84_10
drop_setor_externo__expectativas__eua,pre_covid,8,8,6,110,84,78,5.861856185228062,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,5,3,6,108,153,147,2.386564944716694,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,full,5,4,6,108,153,147,3.5960618435396663,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,full,5,5,6,108,153,147,6.122861520667447,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,6,3,6,108,153,147,1.3061963378349497,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,full,6,4,6,108,153,147,3.2671694214316114,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,full,6,5,6,108,153,147,4.046693611723091,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,6,6,6,108,153,147,6.541972281869411,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,7,3,6,108,153,147,0.900076920163343,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,full,7,4,6,108,153,147,5.006137135975669,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,7,5,6,108,153,147,5.984761908957548,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,7,6,6,108,153,147,6.205078195626417,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,7,7,6,108,153,147,8.733870911419421,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,3,6,108,153,147,6.023393651673795,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,4,6,108,153,147,6.304922562895332,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,5,6,108,153,147,7.734190657984289,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,6,6,108,153,147,7.480204988219098,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,7,6,108,153,147,7.786194936984243,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,full,8,8,6,108,153,147,10.346843488746098,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,5,3,6,108,84,78,7.586821114535681,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,5,4,6,108,84,78,8.824542541397147,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,5,5,6,108,84,78,7.894056775354157,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,6,3,6,108,84,78,7.212344471126506,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,6,4,6,108,84,78,12.167949747144126,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,6,5,6,108,84,78,9.975188969183558,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,6,6,6,108,84,78,10.505044319826851,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,7,3,6,108,84,78,6.372074366006388,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,7,4,6,108,84,78,13.116903887843788,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,7,5,6,108,84,78,12.324890684742082,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,7,6,6,108,84,78,11.085332313963267,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,7,7,6,108,84,78,11.594411625091963,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito,pre_covid,8,3,6,108,84,78,3.1332366975916877,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito,pre_covid,8,4,6,108,84,78,5.500928855032133,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,8,5,6,108,84,78,8.7896299349714,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,8,6,6,108,84,78,5.57364795818741,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,8,7,6,108,84,78,6.380032793451417,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito,pre_covid,8,8,6,108,84,78,5.3012404794609225,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,5,3,6,107,153,147,2.5248405104095397,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito__imoveis,full,5,4,6,107,153,147,3.9454513019441158,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,5,5,6,107,153,147,6.064246854250444,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,6,3,6,107,153,147,1.3748685390254756,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito__imoveis,full,6,4,6,107,153,147,3.2858129512322662,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito__imoveis,full,6,5,6,107,153,147,4.311761168433773,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,6,6,6,107,153,147,6.951001367799291,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,7,3,6,107,153,147,0.9957157385252106,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito__imoveis,full,7,4,6,107,153,147,5.26025283090112,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,7,5,6,107,153,147,6.373851479363952,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,7,6,6,107,153,147,6.640736155912101,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,7,7,6,107,153,147,9.363324667990419,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,3,6,107,153,147,6.314362534635462,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,4,6,107,153,147,6.439804592833441,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,5,6,107,153,147,8.038156051571788,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,6,6,107,153,147,7.791714189016499,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,7,6,107,153,147,8.109024118446259,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,full,8,8,6,107,153,147,10.682617431364202,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,5,3,6,107,84,78,7.918439020679963,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,5,4,6,107,84,78,8.963251205010414,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,5,5,6,107,84,78,8.1854186491690335,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,6,3,6,107,84,78,7.898749459203218,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,6,4,6,107,84,78,12.439171817179911,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,6,5,6,107,84,78,10.95682523137674,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,6,6,6,107,84,78,11.52259136368783,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,7,3,6,107,84,78,8.12419192050761,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,7,4,6,107,84,78,12.085672840679955,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,7,5,6,107,84,78,11.17235135979145,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,7,6,6,107,84,78,11.08748352305819,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,7,7,6,107,84,78,11.559708218490426,xi_mp_ge_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,3,6,107,84,78,2.307173512675862,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,4,6,107,84,78,4.36912577192127,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,5,6,107,84,78,4.881254518899817,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,6,6,107,84,78,4.4293408162699555,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,7,6,107,84,78,4.992989948210498,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__credito__imoveis,pre_covid,8,8,6,107,84,78,4.249125245027417,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,5,3,6,109,153,147,2.773175059335925,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__imoveis,full,5,4,6,109,153,147,4.24901953034965,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,5,5,6,109,153,147,5.643519464331024,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,6,3,6,109,153,147,1.8493008262510318,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__imoveis,full,6,4,6,109,153,147,3.649074408146035,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__imoveis,full,6,5,6,109,153,147,4.416201014152849,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,6,6,6,109,153,147,6.427488730256401,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,7,3,6,109,153,147,6.290165388010984,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,7,4,6,109,153,147,5.821225112154924,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,7,5,6,109,153,147,6.74457657194342,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,7,6,6,109,153,147,6.947539820019345,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,7,7,6,109,153,147,9.390871124447681,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,3,6,109,153,147,6.183942900091546,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,4,6,109,153,147,6.208050303710359,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,5,6,109,153,147,7.5421392879715405,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,6,6,109,153,147,7.418261438473636,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,7,6,109,153,147,7.762454070057486,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,full,8,8,6,109,153,147,9.872994123066432,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,5,3,6,109,84,78,4.427450632627676,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,5,4,6,109,84,78,6.376047382998123,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,5,5,6,109,84,78,6.078901664178636,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,6,3,6,109,84,78,5.368320448801794,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,6,4,6,109,84,78,9.000392599245792,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,6,5,6,109,84,78,10.587352101789547,xi_mp_ge_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,6,6,6,109,84,78,9.357874706785058,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,7,3,6,109,84,78,4.7150821936709235,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,7,4,6,109,84,78,8.499197427647928,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,7,5,6,109,84,78,7.022697069815955,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,7,6,6,109,84,78,9.41509893950839,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,7,7,6,109,84,78,9.405997333163763,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,3,6,109,84,78,0.3637469954269799,xi_mp_le_3.84
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,4,6,109,84,78,5.2334530394836,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,5,6,109,84,78,5.956875552168652,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,6,6,109,84,78,5.055194043142726,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,7,6,109,84,78,5.471413807432754,xi_mp_3.84_10
drop_setor_externo__expectativas__eua__imoveis,pre_covid,8,8,6,109,84,78,5.152955491201504,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,5,3,6,114,153,147,2.527181673963978,xi_mp_le_3.84
drop_setor_externo__expectativas__imoveis,full,5,4,6,114,153,147,4.108326249591263,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,5,5,6,114,153,147,4.945687091698545,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,6,3,6,114,153,147,2.930164973470473,xi_mp_le_3.84
drop_setor_externo__expectativas__imoveis,full,6,4,6,114,153,147,4.11143889135833,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,6,5,6,114,153,147,4.459709029915501,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,6,6,6,114,153,147,5.76825322897052,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,7,3,6,114,153,147,3.951931579757321,xi_mp_3.84_10
drop_setor_externo__expectativas__imoveis,full,7,4,6,114,153,147,4.383104017157235,xi_mp_3.84_10
