ident,var,h,point,lo68,hi68,lo90,hi90
GMR nao-gaussiano,asset_ibov,24,2.9170887031971726,-1.9420774309655522,8.958119488714305,-13.529649277105868,20.923165021119004
GMR nao-gaussiano,asset_ibov,25,2.7491506617220436,-2.01266533966882,8.72812261277147,-12.469315795634628,20.976588543928045
GMR nao-gaussiano,asset_ibov,26,2.588199760071618,-2.3122219363188723,8.647073039582175,-13.949384416696056,21.11095971812354
GMR nao-gaussiano,asset_ibov,27,2.426867878999743,-2.28423199907905,8.479709731528986,-14.866622414312866,20.657600497756057
GMR nao-gaussiano,asset_ibov,28,2.273369172593161,-2.41573608465065,8.241903981231838,-14.577130416276086,20.00375650307582
GMR nao-gaussiano,asset_ibov,29,2.1148684950809677,-2.580103156764748,8.13780757827292,-13.706800889857819,19.029876685369025
GMR nao-gaussiano,asset_ibov,30,1.9578988164335325,-2.840811139479423,7.896704609295721,-14.223898960510537,18.6278268656924
GMR nao-gaussiano,asset_ibov,31,1.8059784384950701,-2.9615163882763236,7.714339282562391,-13.63390392926193,18.17711548102202
GMR nao-gaussiano,asset_ibov,32,1.6600939510921384,-2.8960417637855054,7.528827408957847,-14.002750664471346,18.324380392768898
GMR nao-gaussiano,asset_ibov,33,1.5224571617136242,-3.0487181775201773,7.23610438766724,-14.477541930974262,18.104804142434094
GMR nao-gaussiano,asset_ibov,34,1.3885675976380962,-3.1947326120174657,7.0105477407429815,-15.122430572500658,17.123898001119276
GMR nao-gaussiano,asset_ibov,35,1.260373370737347,-3.3288436543205338,6.645669318707127,-15.38296567910097,15.818660892069225
GMR nao-gaussiano,asset_ibov,36,1.1390323867099337,-3.52923901556122,6.50656695592728,-16.135419205425173,15.698335930061766
GMR nao-gaussiano,asset_ibov,37,1.024312404286012,-3.657500779093873,6.139544267183977,-15.262545650083773,14.974929379004845
GMR nao-gaussiano,asset_ibov,38,0.918062213546166,-3.7841481172927236,5.950748711520809,-14.892671896133928,14.66356209585438
GMR nao-gaussiano,asset_ibov,39,0.8188485435114425,-3.6927673782250627,5.787030107335364,-14.078430963892528,14.888359708451805
GMR nao-gaussiano,asset_ibov,40,0.7263877094542802,-3.769352737465404,5.4784800450391,-14.215817711538653,14.906902917448559
GMR nao-gaussiano,asset_ibov,41,0.6412794156251493,-3.8206024979660125,5.06164403578605,-13.10939789316155,14.644526059532826
GMR nao-gaussiano,asset_ibov,42,0.5631431734130811,-3.8185435865655677,4.707030515200351,-13.533759703002493,14.394220847817579
GMR nao-gaussiano,asset_ibov,43,0.49221544676748735,-3.887059878247812,4.337133698797352,-13.178215002264889,13.504959498614971
GMR nao-gaussiano,asset_ibov,44,0.4281394919093804,-3.7490501005393253,4.1932253316774695,-12.184928785042604,12.956596350054935
GMR nao-gaussiano,asset_ibov,45,0.3703883411079182,-3.656490898339503,3.740028641132791,-11.580116018867468,12.459162097377789
GMR nao-gaussiano,asset_ibov,46,0.3187702308438921,-3.8925670204237157,3.420188576002519,-10.956735215743484,12.225569103906016
GMR nao-gaussiano,asset_ibov,47,0.27293679854530817,-3.878696267796519,3.1747215408553124,-10.174423271304304,11.96349832826631
GMR nao-gaussiano,asset_ibov,48,0.2326517199325965,-3.6626343531435475,3.1178004073373367,-9.26806155911532,12.019413097028307
GMR nao-gaussiano,cambio_usd,0,0.12467416845617324,-0.2114155631431939,0.2501663473565227,-0.7764148994121802,0.7290509274595361
GMR nao-gaussiano,cambio_usd,1,0.08254720853173833,-0.24898002805553993,0.25413144470624827,-0.8804702621309951,0.8541187425551415
GMR nao-gaussiano,cambio_usd,2,0.044551514221359556,-0.22318071991550392,0.22912773503803374,-0.8981653629186875,0.8428790580811716
GMR nao-gaussiano,cambio_usd,3,0.03639540527718014,-0.19984677461156342,0.24214180293764268,-0.7615218471681204,0.7659119315740541
GMR nao-gaussiano,cambio_usd,4,0.03961648536667489,-0.16321934709138514,0.2502954913109432,-0.5448038109258171,0.6135241008816483
GMR nao-gaussiano,cambio_usd,5,0.04864974672985528,-0.1425336109029271,0.25699910851690366,-0.5431246539649577,0.7174391808039265
GMR nao-gaussiano,cambio_usd,6,0.03930107412641349,-0.16208419757888048,0.2542937137606005,-0.6561760178228004,0.8428627262731236
GMR nao-gaussiano,cambio_usd,7,0.02385132215247245,-0.1894544141002018,0.24465930524026877,-0.7011718641908764,0.7820524686130699
GMR nao-gaussiano,cambio_usd,8,0.019091635134475708,-0.21699705688239032,0.2376980935269025,-0.6875928616295759,0.7089080783227195
GMR nao-gaussiano,cambio_usd,9,0.016328570099170884,-0.21520137345999601,0.23596098582409797,-0.6200766422616868,0.7227813599684443
